# Physical map for GigaMUGA chromosome 14
# nrow 5127
# ncol  3 
marker,chr,pos
JAX00049790,14,7.681987
JAX00372117,14,7.694927
JAX00049793,14,7.705302
JAX00049793r,14,7.705302
JAX00204233,14,7.809664
UNCHS037293,14,7.81158
UNCHS037295,14,7.81944
UNCHS037296,14,7.822021
JAX00049803,14,7.863931
JAX00372138,14,7.864661
ICR552,14,7.872689
ICR4552,14,7.89261
JAX00372147,14,7.919496
JAX00372147r,14,7.919496
UNCHS037297,14,7.953902
UNCHS037298,14,7.956578
JAX00049810,14,7.958798
JAX00049811,14,7.963384
JAX00372157,14,7.966922
ICR4553,14,7.984955
UNCHS037299,14,8.01955
UNCHS037300,14,8.022539
UNCHS037302,14,8.028059
UNCHS037303,14,8.029587
UNCHS037304,14,8.032068
ICR554,14,8.039427
ICR4554,14,8.041935
JAX00372194,14,8.143574
ICR4555,14,8.152925
UNCHS037305,14,8.167285
JAX00049828,14,8.186477
UNCHS037307,14,8.188182
UNCHS037308,14,8.190798
JAX00049833,14,8.249135
UNCHS037310,14,8.305903
UNCHS037311,14,8.367495
JAX00372251,14,8.368055
JAX00372254,14,8.369777
UNCHS037312,14,8.371893
UNCHS037313,14,8.379162
UNCHS037314,14,8.384764
UNCHS037315,14,8.408835
UNCHS037316,14,8.41339
UNCHS037317,14,8.43417
UNCHS037318,14,8.436417
JAX00372269,14,8.471931
JAX00372275,14,8.502187
UNCHS037319,14,8.565674
UNCHS037321,14,8.637625
UNCHS037322,14,8.640143
ICR4561,14,8.678161
JAX00372314,14,8.693217
JAX00049868,14,8.723606
JAX00372320,14,8.727972
JAX00372322,14,8.756828
JAX00049884,14,8.943653
UNCHS037323,14,9.040286
UNCHS037324,14,9.04477
JAX00372382,14,9.154574
backupUNC140686121,14,9.172301
UNCHS037325,14,9.187148
UNCHS037326,14,9.189934
JAX00372389,14,9.204302
UNCHS037327,14,9.215184
UNCHS037328,14,9.217605
JAX00372414,14,9.314873
UNCHS037329,14,9.31936
UNCHS037330,14,9.322199
JAX00372423,14,9.367214
UNCHS037332,14,9.394134
JAX00372441,14,9.405798
JAX00372450,14,9.44092
JAX00372464,14,9.459926
JAX00049927,14,9.498134
UNCHS037333,14,9.530151
UNCHS037334,14,9.534003
JAX00372508,14,9.581991
JAX00049935,14,9.62634
JAX00372538,14,9.678104
JAX00372574,14,9.79302
UNCHS037335,14,9.847748
UNCHS037336,14,9.853288
UNCHS037337,14,9.862256
sanger1280,14,9.937385
sanger1280q,14,9.937385
JAX00372610,14,9.957398
ICR563,14,9.960309
UNCHS037339,14,9.963557
UNCHS037340,14,9.965866
JAX00372622,14,9.988745
UNCHS037341,14,10.001612
UNCHS037342,14,10.003806
JAX00372649,14,10.03203
UNCHS037343,14,10.196126
UNCHS037344,14,10.199654
JAX00372675,14,10.219273
UNCHS037345,14,10.220245
UNCHS037346,14,10.222487
ICR566,14,10.231363
ICR4566,14,10.239253
ICR567,14,10.313661
JAX00372703,14,10.318131
UNCHS037348,14,10.469385
JAX00372726,14,10.479427
JAX00372730,14,10.485963
ICR569,14,10.497462
JAX00050004,14,10.547359
UNCHS037349,14,10.59053
UNCHS037350,14,10.599748
ICR570,14,10.604824
ICR4570,14,10.615541
UNCHS037351,14,10.630798
UNCHS037353,14,10.648473
UNCHS037354,14,10.651505
JAX00372768,14,10.669274
ICR571,14,10.673696
ICR4571,14,10.675457
JAX00050015,14,10.719895
JAX00372781,14,10.760938
UNCHS037355,14,10.795325
UNCHS037356,14,10.797829
ICR572,14,10.854394
JAX00050026,14,10.861146
JAX00372820,14,10.944098
JAX00372826,14,10.984036
JAX00372834,14,11.01097
JAX00372834q,14,11.01097
ICR574,14,11.037643
ICR4574,14,11.046102
JAX00372848,14,11.104362
JAX00050046,14,11.109899
UNCHS037357,14,11.162524
UNCHS037358,14,11.165123
UNCHS037359,14,11.226486
ICR576,14,11.228926
JAX00372887,14,11.231815
ICR578,14,11.401284
JAX00372920,14,11.419028
UNCHS037362,14,11.458863
ICR579,14,11.490567
ICR4579,14,11.490629
JAX00372942,14,11.506566
UNCHS037363,14,11.520603
UNCHS037364,14,11.52309
JAX00372957,14,11.584926
UNCHS037365,14,11.616394
UNCHS037366,14,11.618904
ICR581,14,11.671078
ICR4581,14,11.676147
UNCHS037367,14,11.693207
UNCHS037368,14,11.697559
UNCHS037369,14,11.716502
JAX00372984,14,11.723773
JAX00372988,14,11.756067
ICR582,14,11.857316
ICR4582,14,11.873175
JAX00373007,14,11.895496
ICR583,14,11.951369
JAX00373032,14,12.019326
JAX00373033,14,12.019739
UNCHS037371,14,12.021474
UNCHS037372,14,12.02699
ICR584,14,12.03905
UNCHS037374,14,12.043926
ICR4584,14,12.047721
JAX00373053,14,12.080858
