# Physical map for GigaMUGA chromosome 1
# nrow 8664
# ncol  3 
marker,chr,pos
JAX00000010,1,3.135418
JAX00000010r,1,3.135418
UNCHS000003,1,3.195649
JAX00240606,1,3.262743
JAX00240613,1,3.3234
JAX00240636,1,3.389563
UNCHS000005,1,3.435729
UNCHS000006,1,3.439034
JAX00240649,1,3.454984
UNCHS000007,1,3.546055
UNCHS000009,1,3.610621
UNCHS000011,1,3.643417
UNCHS000012,1,3.650068
UNCHS000013,1,3.657108
UNCHS000014,1,3.659804
JAX00240699,1,3.668372
JAX00240700,1,3.668399
UNC9371,1,3.892718
JAX00240733,1,3.901426
JAX00190647,1,3.992385
UNC11461,1,4.024785
UNCHS000015,1,4.089033
UNCHS000016,1,4.093084
UNC12838,1,4.136034
JAX00240778,1,4.169483
JAX00000089,1,4.195353
JAX00240804,1,4.334891
UNC15185,1,4.35782
JAX00240817,1,4.392809
UNC16386,1,4.446737
UNCHS000017,1,4.498713
UNCHS000018,1,4.504223
JAX00000115,1,4.538131
UNCHS000019,1,4.608178
UNCHS000020,1,4.610401
JAX00000121,1,4.614022
JAX00240864,1,4.643439
UNCHS000021,1,4.645292
UNC19217,1,4.668424
UNCHS000023,1,4.77416
UNC21023,1,4.809276
JAX00240897,1,4.839092
JAX00240910,1,4.896221
JAX00190669,1,4.923356
UNCHS000025,1,5.025197
UNCHS000026,1,5.028801
UNCHS000027,1,5.121108
UNCHS000028,1,5.124241
UNC23995,1,5.133382
UNCHS000029,1,5.149629
UNCHS000030,1,5.152121
UNCHS000031,1,5.155818
UNC24700,1,5.224578
JAX00000169,1,5.262647
UNCHS000033,1,5.314171
UNCHS000034,1,5.316776
JAX00240989,1,5.379217
UNCHS000035,1,5.383169
JAX00240994,1,5.414522
UNCHS000037,1,5.524092
UNC26205,1,5.634186
UNC26932,1,5.782289
UNC28841,1,5.944792
JAX00241061,1,5.955038
UNC30322,1,6.063698
UNCHS000039,1,6.09524
UNCHS000040,1,6.097778
JAX00241091,1,6.192704
JAX00241097,1,6.237454
UNCHS000041,1,6.285275
UNC34218,1,6.357478
JAX00241125,1,6.467181
JAX00241142,1,6.524523
UNC36398,1,6.529432
JAX00241189,1,6.733767
JAX00000280,1,6.74744
JAX00241205,1,6.756021
UNCHS000045,1,6.818832
UNCHS000046,1,6.821298
UNC40323,1,6.846703
JAX00241222,1,6.846773
JAX00241239,1,6.931323
UNC41603,1,6.965962
UNCHS000047,1,7.108237
UNCHS000048,1,7.118425
UNCHS000049,1,7.141403
UNC44002,1,7.143836
UNCHS000050,1,7.143836
JAX00000309,1,7.148374
JAX00000309q,1,7.148374
JAX00241269,1,7.221758
JAX00241286,1,7.313436
JAX00241286r,1,7.313436
UNC49074,1,7.521699
UNC49759,1,7.548683
JAX00241304,1,7.561936
