# Genetic map for GigaMUGA chromosome 8
# nrow 5751
# ncol  3 
marker,chr,pos
UNCHS022037,8,0.017701832876486
UNCHS022038,8,0.0180383050426936
JAX00659253,8,0.0309617353325022
JAX00659258,8,0.0317941305739687
UNCHS022039,8,0.0336201290007637
UNCHS022040,8,0.0340959925952696
JAX00659261,8,0.0344875185188724
UNCHS022042,8,0.0402855869739003
JAX00659273,8,0.0454189105922953
UNCHS022043,8,0.0466672838251439
JAX00659283,8,0.0508081756147508
UNCHS022045,8,0.0545363106434617
UNCHS022047,8,0.057969995921849
UNCHS022048,8,0.0591381312316854
UNCHS022049,8,0.0599365571334826
UNCHS022051,8,0.0601747817698707
UNCHS022050,8,0.0602816379717021
UNCHS022052,8,0.0603209953497369
UNC14053566,8,0.0605679510422729
JAX00659298,8,0.0606063410823415
UNCHS022053,8,0.061416704754224
UNCHS022054,8,0.0615788950865493
JAX00158262,8,0.0619853098042121
JAX00659320,8,0.063236551979728
UNCHS022057,8,0.0633873808328038
JAX00659334,8,0.0648458040397768
JAX00659340,8,0.0654454777091485
JAX00659346,8,0.0660228077682431
UNCHS022059,8,0.0666368587352294
UNCHS022060,8,0.0666811097053282
JAX00158290,8,0.0687433794121151
JAX00659365,8,0.0690503669607861
UNCHS022061,8,0.070547995806505
JAX00659380,8,0.0707550440660844
UNCHS022064,8,0.0733595161866067
UNCHS022065,8,0.0748800576649357
JAX00659404,8,0.0749131557973071
UNCHS022066,8,0.0749270968444664
JAX00659406,8,0.0751144000290895
JAX00659408,8,0.0751284928155377
UNCHS022067,8,0.0770914681252104
UNCHS022068,8,0.077138867685552
UNCHS022069,8,0.077138867685552
UNCHS022070,8,0.0772131440674238
UNCHS022071,8,0.0772370999076445
JAX00158323,8,0.0772758313611129
UNCHS022072,8,0.0772946849677474
UNCHS022073,8,0.0773407188744897
UNCHS022074,8,0.0774281017374324
UNCHS022075,8,0.0776667117690839
UNCHS022076,8,0.0777147182865807
JAX00659448,8,0.0790842791725452
UNCHS022077,8,0.080371142146109
UNCHS022078,8,0.0804222782864375
UNCHS022079,8,0.0809248577783827
UNCHS022080,8,0.0809829170237631
JAX00158352,8,0.0847821274021313
JAX00659477,8,0.0852438321231537
JAX00659485,8,0.0867881208001813
JAX00659500,8,0.0895716452814978
JAX00659510,8,0.0915574952889585
JAX00659513,8,0.0919986393363474
UNCHS022083,8,0.0934598507527522
UNCHS022084,8,0.0935754950582355
UNCHS022085,8,0.0943285202463594
JAX00158390,8,0.0947094237960912
UNCHS022087,8,0.0956203716490427
JAX00659532,8,0.0956613412570211
UNCHS022090,8,0.0969109332677712
CEAJAX00158407,8,0.0991731384549746
UNC14075558,8,0.100717616806113
UNCHS022091,8,0.103217293980302
UNCHS022092,8,0.103261962233445
UNC14078146,8,0.104382727587997
JAX00659595,8,0.104645046883525
CEAJAX00659602,8,0.105224615097129
CEAJAX00158434,8,0.105913416631265
JAX00659615,8,0.1071493141712
UNCHS022093,8,0.10907469607207
JAX00659628,8,0.109339955316319
UNCHS022096,8,0.109613218808052
UNCHS022098,8,0.112784095758875
JAX00659661,8,0.11362757653054
UNC14086553,8,0.114105384583587
JAX00659667,8,0.114836540346711
JAX00659684,8,0.116574144877681
JAX00233749,8,0.120340086416978
JAX00659742,8,0.121444898985949
JAX00659753,8,0.124459834187308
JAX00158502,8,0.12684035762364
JAX00158502q,8,0.12684035762364
JAX00659791,8,0.133172353487942
JAX00659816,8,0.137384013445007
UNC14096429,8,0.1374651317473
UNCHS022099,8,0.141296822546176
UNCHS022100,8,0.14150611006406
JAX00659867,8,0.155216079788303
JAX00659878,8,0.157421153298854
UNCHS022101,8,0.161182813495397
UNCHS022102,8,0.161329998403664
JAX00659897,8,0.161880706651382
JAX00659906,8,0.163975707451457
UNCHS022104,8,0.164025113782882
UNCHS022106,8,0.167515039156589
JAX00158562,8,0.173994219929158
UNCHS022107,8,0.180111183353317
JAX00158580,8,0.199198708752257
JAX00660041,8,0.21893184683298
JAX00660045,8,0.219660775416437
JAX00660053,8,0.2249081787372
UNCHS022109,8,0.238326465537657
UNCHS022110,8,0.238810064646294
UNCHS022111,8,0.267341196253336
UNCHS022112,8,0.276048676969997
UNC14112699,8,0.367342496386539
UNC14112858,8,0.371429040261097
UNCHS022113,8,0.377036081893061
UNCHS022114,8,0.378096052911186
UNC14113777,8,0.393339445648031
UNC14114422,8,0.409600221281737
UNC14115350,8,0.437282500103304
UNC14115862,8,0.445599137639777
JAX00660200,8,0.448029892027289
UNC14116597,8,0.448805060093134
UNC14117223,8,0.452697567119109
UNCHS022116,8,0.466333742840879
UNC14117586,8,0.504049427723117
UNC14118059,8,0.539124239641656
UNC14118615,8,0.564916883350969
UNC14119282,8,0.603521861478597
UNCHS022117,8,0.628244334273083
UNCHS022118,8,0.629346365789742
UNCHS022119,8,0.63222123061581
UNCHS022120,8,0.633008864814733
UNC14120047,8,0.637401238197391
UNC14120449,8,0.647266356538898
UNC14121223,8,0.658700688954744
