# Genetic map for GigaMUGA chromosome 3
# nrow 6497
# ncol  3 
marker,chr,pos
UNCHS008012,3,0.00137808820507519
JAX00513755,3,0.00410638617614551
UNCHS008013,3,0.00753029009657559
UNCHS008014,3,0.00769399751021952
JAX00513771,3,0.00815109350147299
UNCHS008015,3,0.00953746243102742
JAX00103771,3,0.0121563293734495
JAX00103773,3,0.0128919839175634
UNCHS008017,3,0.0160561742065994
JAX00513825,3,0.0191309075781553
JAX00513826,3,0.0191418732648142
JAX00513835,3,0.0208163110338279
JAX00103806,3,0.0238532792831376
JAX00513855,3,0.0253518896690423
JAX00513856,3,0.0253704334732549
UNCHS008020,3,0.0268686925556968
ICR1186,3,0.0277518192748544
UNCHS008021,3,0.0298445089093827
UNCHS008022,3,0.030095189023163
JAX00103827,3,0.0318923822593051
B6_rs30702264,3,0.0342675198778885
ICR5189,3,0.0344506242612974
JAX00513903,3,0.0344814887798109
JAX00513922,3,0.036879335657951
JAX00513936,3,0.0399641815506134
JAX00513947,3,0.0417299833130479
JAX00513954,3,0.0420113272005058
JAX00513975,3,0.045596554689654
JAX00513985,3,0.0464899946747539
JAX00514018,3,0.0537850620099104
UNCHS008025,3,0.0581990143676981
UNCHS008026,3,0.0582973291510606
JAX00514055,3,0.0586609031419078
UNCHS008027,3,0.0595955209114635
UNCHS008028,3,0.0596591068382222
JAX00514065,3,0.0597215384821747
UNCHS008029,3,0.0602034766468658
UNCHS008030,3,0.060406150547014
UNC4634172,3,0.0768776492349514
UNCHS008032,3,0.108412623189241
UNC4635980,3,0.108793436415431
JAX00103931,3,0.117982735002284
UNCHS008033,3,0.136041671438677
UNCHS008034,3,0.136672906633781
JAX00514123,3,0.158685528363449
UNC4638369,3,0.16440556033958
JAX00514130,3,0.166886531975101
UNCHS008036,3,0.177453025042866
JAX00514139,3,0.181556139984442
JAX00103952,3,0.182054582170286
JAX00514143,3,0.182398735758659
ICR1206,3,0.184509811997547
JAX00514171,3,0.187333018123048
UNC4642719,3,0.192161431332762
ICR1209,3,0.192232498117067
UNC4644108,3,0.196978348866596
JAX00514241,3,0.201260731805777
UNC4645929,3,0.204175960673359
ICR1213,3,0.205366350811104
ICR5213,3,0.205369676243528
UNC4646360,3,0.205992048122211
UNC4648546,3,0.213707911371758
ICR1217,3,0.215867923068817
JAX00514315,3,0.216665310162579
UNC4650209,3,0.217808513560928
JAX00104046,3,0.21803475763585
ICR1218,3,0.218303830986994
JAX00219173,3,0.220533676764959
ICR5219,3,0.220675007642984
UNCHS008037,3,0.220690688776915
UNCHS008038,3,0.220843744670986
JAX00104055,3,0.222088287755707
ICR5220,3,0.223270593652559
UNC4652791,3,0.22396062088056
UNC4655184,3,0.227998727874174
JAX00514390,3,0.229461746135654
UNCHS008039,3,0.230377214747993
UNCHS008040,3,0.230460092550907
UNC4656683,3,0.230648581500808
UNCHS008041,3,0.230761502865623
UNCHS008042,3,0.231024212027127
ICR5224,3,0.236650270338292
UNC4660281,3,0.237750787798023
UNCHS008043,3,0.238532035077521
UNCHS008044,3,0.238598801733691
ICR5225,3,0.23926833168425
JAX00514463,3,0.241459008195761
UNC4663401,3,0.244795627908271
JAX00514491,3,0.264027331752748
UNC4666739,3,0.26461174783856
