# Physical map for GigaMUGA chromosome 16
# nrow 4424
# ncol  3 
marker,chr,pos
JAX00412460,16,3.52617
UNCHS041521,16,3.70174
JAX00065890,16,3.706831
UNCHS041524,16,3.715154
JAX00412482,16,3.752004
CEAJAX00412499,16,3.87863
JAX00065905,16,3.892297
UNCHS041525,16,3.9288
UNCHS041526,16,3.941464
JAX00412509,16,3.948352
UNCHS041527,16,3.968196
UNC26250076,16,3.976427
UNCHS041529,16,3.980105
JAX00412517,16,3.981259
UNCHS041530,16,3.985749
CEAJAX00065914,16,4.021088
UNCHS041531,16,4.089677
UNCHS041532,16,4.094887
UNCHS041533,16,4.102279
UNCHS041534,16,4.105915
UNCHS041535,16,4.127707
JAX00412544,16,4.1396
UNCHS041537,16,4.145478
UNCHS041538,16,4.149276
UNCHS041539,16,4.157379
JAX00412546,16,4.158911
UNCHS041540,16,4.159587
UNCHS041541,16,4.185775
UNC26251504,16,4.199827
UNCHS041543,16,4.232521
B6_16-004238020-S,16,4.23802
JAX00412561q,16,4.283439
UNC26252398,16,4.30379
UNCHS041546,16,4.363789
JAX00412590,16,4.405687
UNCHS041547,16,4.43293
JAX00065946,16,4.433234
UNCHS041548,16,4.435184
JAX00412603,16,4.440114
UNCHS041549,16,4.454722
UNCHS041550,16,4.457146
UNC26253762,16,4.457407
JAX00412609,16,4.488061
UNCHS041551,16,4.492053
UNC26254047,16,4.493359
UNCHS041552,16,4.497935
UNCHS041553,16,4.50507
UNCHS041554,16,4.508026
UNCHS041555,16,4.518571
UNCHS041556,16,4.521281
UNCHS041557,16,4.546051
UNCHS041558,16,4.54879
UNCHS041559,16,4.634489
UNC26255523,16,4.656903
JAX00065966,16,4.703373
UNC26256357,16,4.76027
UNC26257149,16,4.863492
UNCHS041563,16,4.906463
UNCHS041564,16,4.90896
UNCHS041565,16,4.977239
JAX00412665,16,4.979311
UNC26258269,16,4.983824
UNCHS041567,16,5.005489
UNCHS041568,16,5.007694
UNCHS041569,16,5.054204
UNCHS041570,16,5.056828
UNCHS041571,16,5.098932
UNCHS041572,16,5.101842
UNC26259463,16,5.119494
UNC26260015,16,5.158899
UNCHS041573,16,5.243242
UNCHS041574,16,5.245624
UNC26261374,16,5.261378
UNCHS041575,16,5.268544
UNCHS041578,16,5.324815
UNC26263616,16,5.419556
UNCHS041579,16,5.422283
