# Physical map for GigaMUGA chromosome 11
# nrow 6430
# ncol  3 
marker,chr,pos
JAX00302683,11,3.243516
JAX00302685,11,3.263868
UNCHS029589,11,3.350241
CEAJAX00023804,11,3.398313
UNCHS029591,11,3.42982
UNCHS029593,11,3.43382
UNCHS029594,11,3.43699
UNCHS029595,11,3.462689
UNCHS029596,11,3.465542
JAX00302709,11,3.541659
JAX00302717,11,3.580463
UNC18990654,11,3.596803
JAX00302724,11,3.667479
UNCHS029604,11,3.673466
UNCHS029597,11,3.680823
UNCHS029598,11,3.683379
UNCHS029599,11,3.702153
UNCHS029601,11,3.712402
UNCHS029602,11,3.715437
UNCHS029603,11,3.719819
UNC18992309,11,3.795103
JAX00302737,11,3.808569
UNC18992622,11,3.829213
UNC18992944,11,3.860676
JAX00023839,11,3.87712
UNCHS029605,11,3.87712
UNCHS029606,11,3.886943
UNC110237904,11,3.895133
UNCHS029607,11,3.895133
UNCHS029608,11,3.901556
UNC18993442,11,3.923608
UNCHS029609,11,3.963765
UNCHS029610,11,3.9684
UNC18993826,11,3.98637
UNCHS029611,11,4.008757
UNCHS029612,11,4.012646
JAX00023851,11,4.041348
UNC18994282,11,4.048518
UNC18994480,11,4.080892
UNCHS029614,11,4.110006
UNC18994673,11,4.112272
UNCHS029615,11,4.139232
JAX00023857,11,4.139872
UNC18994955,11,4.144873
JAX00023858,11,4.151391
UNCHS029617,11,4.157061
UNC18995212,11,4.175186
JAX00302775,11,4.175893
UNCHS029619,11,4.195509
UNC18995393,11,4.201877
UNC18995627,11,4.235969
UNC18995899,11,4.276584
UNCHS029624,11,4.277645
JAX00197189,11,4.28509
UNC18996386,11,4.341562
JAX00023875,11,4.35462
UNC18996780,11,4.3957
UNCHS029626,11,4.415399
UNC18997021,11,4.427804
UNCHS029627,11,4.476363
UNCHS029628,11,4.482023
JAX00302807,11,4.485458
UNC18997498,11,4.490621
UNC18997702,11,4.517081
UNCHS029629,11,4.542379
UNCHS029630,11,4.546494
JAX00023889,11,4.547836
UNC18998019,11,4.554799
UNC18998209,11,4.586366
UNC18998351,11,4.606364
UNCHS029631,11,4.627735
UNCHS029632,11,4.63062
JAX00302821,11,4.63738
UNCHS029634,11,4.645764
UNCHS029636,11,4.649605
UNCHS029638,11,4.658289
UNC18998944,11,4.680332
UNCHS029640,11,4.704211
UNCHS029641,11,4.716407
UNC18999268,11,4.718725
UNCHS029642,11,4.719565
JAX00302840,11,4.724914
UNC18999433,11,4.732567
UNCHS029643,11,4.74857
UNCHS029646,11,4.782594
UNCHS029647,11,4.783894
UNC18999824,11,4.784489
UNCHS029648,11,4.790698
UNCHS029649,11,4.806812
UNC19000036,11,4.807323
UNCHS029650,11,4.81379
UNCHS029652,11,4.827042
UNC19000380,11,4.843467
UNCHS029653,11,4.880292
UNCHS029655,11,4.888013
UNCHS029656,11,4.890476
UNC19000946,11,4.896544
UNCHS029657,11,4.928696
UNCHS029659,11,4.931098
UNC19001266,11,4.931346
UNCHS029658,11,4.931414
UNC19001625,11,4.968921
UNCHS029662,11,4.975168
UNC19001887,11,4.993641
JAX00023924,11,5.030237
JAX00023924r,11,5.030237
JAX00302900,11,5.031073
UNCHS029663,11,5.039152
UNC19002506,11,5.055719
UNC19002666,11,5.08898
UNC19002862,11,5.121257
UNCHS029665,11,5.154355
UNC19003210,11,5.157531
UNCHS029666,11,5.157531
JAX00302920,11,5.163191
UNC19003496,11,5.192132
UNC19003648,11,5.206559
UNC19003908,11,5.234625
UNC19004230,11,5.278906
UNCHS029667,11,5.285744
UNCHS029668,11,5.288118
UNC19004405,11,5.30935
UNCHS029669,11,5.317065
UNCHS029670,11,5.324902
UNC19004575,11,5.340532
JAX00023949,11,5.360959
UNC19004651,11,5.361112
JAX00302962,11,5.400374
JAX00302962r,11,5.400374
UNCHS029672,11,5.400374
UNCHS029673,11,5.418324
UNCHS029674,11,5.422346
UNC19004988,11,5.42878
UNCHS029675,11,5.523082
UNCHS029676,11,5.531814
UNCHS029677,11,5.544206
UNCHS029680,11,5.563016
UNC19006176,11,5.563235
UNCHS029681,11,5.565798
UNCHS029682,11,5.568292
UNCHS029683,11,5.576014
UNCHS029684,11,5.578248
UNC19006384,11,5.581518
JAX00302991,11,5.589518
JAX00302993,11,5.589617
JAX00302996,11,5.605438
UNC19006976,11,5.620993
JAX00303006,11,5.638626
UNC19007335,11,5.646058
JAX00023971,11,5.650312
UNC19007656,11,5.676483
UNCHS029686,11,5.684997
UNC19008219,11,5.728194
JAX00197224,11,5.755564
UNC19008783,11,5.780916
UNC19009169,11,5.824942
UNCHS029687,11,5.827435
UNCHS029688,11,5.831676
JAX00303038,11,5.841538
UNC19009427,11,5.844127
UNCHS029689,11,5.878031
UNCHS029690,11,5.884445
UNC19009896,11,5.889655
UNC19010021,11,5.900135
UNCHS029691,11,5.913193
UNCHS029692,11,5.920293
UNC19010189,11,5.946163
UNCHS029694,11,5.950781
UNC19010416,11,5.979789
JAX00303067,11,5.991655
JAX00303069,11,6.015438
JAX00023998,11,6.015557
UNCHS029695,11,6.017147
UNCHS029696,11,6.020877
UNCHS029697,11,6.036292
UNCHS029698,11,6.038765
UNC19011005,11,6.039221
JAX00303079,11,6.05204
UNC19011215,11,6.057275
UNCHS029699,11,6.07805
UNCHS029700,11,6.080532
JAX00024005,11,6.106513
UNCHS029701,11,6.106742
UNC19011636,11,6.107377
UNCHS029702,11,6.110557
UNCHS029703,11,6.114272
UNCHS029704,11,6.118206
UNCHS029705,11,6.118445
UNCHS029706,11,6.122615
UNC19011743,11,6.128499
UNCHS029707,11,6.137869
UNCHS029708,11,6.140552
UNCHS029709,11,6.155296
UNCHS029710,11,6.158645
UNC19012055,11,6.181825
UNCHS029712,11,6.1846
UNC19012239,11,6.212474
UNCHS029714,11,6.219498
UNC19012419,11,6.24334
UNC19012588,11,6.27324
JAX00024020,11,6.310477
JAX00024022,11,6.32172
UNCHS028981,11,6.32172
UNC19012937,11,6.324339
UNCHS029716,11,6.326151
UNC19013130,11,6.350069
UNC19013461,11,6.387629
UNC19013504,11,6.39689
JAX00303143,11,6.422934
JAX00303143r,11,6.422934
UNCHS029717,11,6.45972
UNCHS029718,11,6.466657
UNC19014071,11,6.467442
JAX00303150,11,6.480822
UNC19014590,11,6.530989
UNC19015418,11,6.606368
UNCHS029720,11,6.606368
UNC19015569,11,6.62126
UNCHS029721,11,6.643464
UNCHS029722,11,6.646948
UNC19015832,11,6.654452
UNCHS029723,11,6.658447
UNCHS029724,11,6.661906
UNCHS029725,11,6.685883
UNCHS029728,11,6.696919
UNC19016438,11,6.726469
UNCHS029729,11,6.769811
UNC19016786,11,6.77142
UNCHS029730,11,6.772297
UNC19016840,11,6.775322
UNCHS029732,11,6.81277
UNCHS029733,11,6.854365
UNCHS029734,11,6.861706
