# Physical map for GigaMUGA chromosome 3
# nrow 6497
# ncol  3 
marker,chr,pos
UNCHS008012,3,3.054919
JAX00513755,3,3.163646
UNCHS008013,3,3.300094
UNCHS008014,3,3.306618
JAX00513771,3,3.324834
UNCHS008015,3,3.380083
JAX00103771,3,3.484449
JAX00103773,3,3.513766
UNCHS008017,3,3.639864
JAX00513825,3,3.762397
JAX00513826,3,3.762834
JAX00513835,3,3.829563
JAX00103806,3,3.950591
JAX00513855,3,4.010313
JAX00513856,3,4.011052
UNCHS008020,3,4.07076
ICR1186,3,4.105954
UNCHS008021,3,4.189351
UNCHS008022,3,4.199341
JAX00103827,3,4.270962
B6_rs30702264,3,4.365615
ICR5189,3,4.372912
JAX00513903,3,4.374142
JAX00513922,3,4.4697
JAX00513936,3,4.592636
JAX00513947,3,4.663006
JAX00513954,3,4.674218
JAX00513975,3,4.817095
JAX00513985,3,4.8527
JAX00514018,3,5.14342
UNCHS008025,3,5.319323
UNCHS008026,3,5.323241
JAX00514055,3,5.33773
UNCHS008027,3,5.374976
UNCHS008028,3,5.37751
JAX00514065,3,5.379998
UNCHS008029,3,5.399204
UNCHS008030,3,5.402655
UNC4634172,3,5.467838
UNCHS008032,3,5.592632
UNC4635980,3,5.594139
JAX00103931,3,5.630504
UNCHS008033,3,5.701969
UNCHS008034,3,5.704467
JAX00514123,3,5.791578
UNC4638369,3,5.814214
JAX00514130,3,5.824032
UNCHS008036,3,5.865847
JAX00514139,3,5.904484
JAX00103952,3,5.921871
JAX00514143,3,5.933876
ICR1206,3,6.007516
JAX00514171,3,6.105997
UNC4642719,3,6.274425
ICR1209,3,6.276904
UNC4644108,3,6.442452
JAX00514241,3,6.591833
UNC4645929,3,6.693524
ICR1213,3,6.735048
ICR5213,3,6.735164
UNC4646360,3,6.756874
UNC4648546,3,7.026024
ICR1217,3,7.101371
JAX00514315,3,7.129186
UNC4650209,3,7.169064
JAX00104046,3,7.176956
ICR1218,3,7.186342
JAX00219173,3,7.264125
ICR5219,3,7.269055
UNCHS008037,3,7.269602
UNCHS008038,3,7.274941
JAX00104055,3,7.318354
ICR5220,3,7.359596
UNC4652791,3,7.383666
UNC4655184,3,7.524526
JAX00514390,3,7.57556
UNCHS008039,3,7.607494
UNCHS008040,3,7.610385
UNC4656683,3,7.61696
UNCHS008041,3,7.620899
UNCHS008042,3,7.630063
ICR5224,3,7.826315
UNC4660281,3,7.864704
UNCHS008043,3,7.891956
UNCHS008044,3,7.894285
ICR5225,3,7.91764
JAX00514463,3,7.985711
UNC4663401,3,8.022519
JAX00514491,3,8.234674
UNC4666739,3,8.241121
UNCHS008045,3,8.259347
UNCHS008046,3,8.261587
ICR1229,3,8.275541
