# Physical map for GigaMUGA chromosome 17
# nrow 4404
# ncol  3 
marker,chr,pos
UNCHS043509,17,3.075928
UNCHS043511,17,3.075928
JAX00429559,17,3.087345
UNCHS043513,17,3.15964
UNCHS043514,17,3.161972
UNCHS043515,17,3.164218
UNCHS043517,17,3.169126
UNCHS043521,17,3.187193
JAX00429572,17,3.188576
UNCHS043522,17,3.192903
JAX00429588,17,3.240452
UNCHS043523,17,3.250036
JAX00072975,17,3.252096
UNCHS043524,17,3.2525
UNCHS043525,17,3.277327
UNCHS043526,17,3.279758
UNCHS043528,17,3.335732
JAX00429614,17,3.338879
JAX00429615,17,3.338905
JAX00429656,17,3.420496
UNCHS043529,17,3.49021
UNCHS043530,17,3.494638
JAX00429672,17,3.522541
UNCHS043531,17,3.543285
UNCHS043532,17,3.546938
UNCHS043533,17,3.639334
UNCHS043534,17,3.642432
JAX00429705,17,3.64387
UNCHS043536,17,3.691202
UNC27491317,17,3.737834
JAX00429735,17,3.757867
JAX00429743,17,3.779533
UNC27492105,17,3.791776
JAX00073018,17,3.816395
UNC27492995,17,3.867236
JAX00429759,17,3.869399
UNC27493771,17,3.91425
UNC27494863,17,3.985494
JAX00429804,17,4.016522
UNCHS043537,17,4.05254
UNCHS043538,17,4.054697
UNC27495738,17,4.066497
UNC27496163,17,4.104466
UNC27497131,17,4.16233
UNC27497695,17,4.199995
UNC27498174,17,4.231665
UNCHS043539,17,4.276657
JAX00429841,17,4.278778
UNCHS043540,17,4.279896
UNC27499141,17,4.287694
JAX00429853,17,4.309746
JAX00429853r,17,4.309746
UNCHS043542,17,4.321673
UNC27500437,17,4.362966
UNC27501276,17,4.4146
UNC27501759,17,4.44479
UNC27502327,17,4.483309
JAX00429936,17,4.539699
UNCHS043543,17,4.543135
UNCHS043544,17,4.545678
JAX00429946,17,4.568319
UNCHS043545,17,4.592396
UNC27504504,17,4.625519
UNC27504612,17,4.632385
UNCHS043547,17,4.64003
UNCHS043548,17,4.642385
UNCHS043549,17,4.705962
UNCHS043551,17,4.728363
UNCHS043552,17,4.732605
UNC27506329,17,4.750624
UNC27507164,17,4.798332
UNC27508313,17,4.866347
UNC27508550,17,4.886603
UNC27510238,17,5.01151
UNCHS043553,17,5.053145
UNCHS043554,17,5.057641
UNCHS043555,17,5.07962
UNCHS043556,17,5.081936
UNCHS043557,17,5.099483
UNC27511647,17,5.101753
UNCHS043558,17,5.102731
UNC27512232,17,5.134843
UNCHS043559,17,5.145754
UNCHS043560,17,5.150629
JAX00430119,17,5.15741
UNC27513380,17,5.197551
UNCHS043561,17,5.209555
UNCHS043562,17,5.214789
UNC27514092,17,5.23974
UNC27514735,17,5.287554
UNCHS043563,17,5.288081
UNC27515402,17,5.335018
JAX00073134,17,5.382544
UNC27516043,17,5.386356
UNC27516526,17,5.416592
UNCHS043565,17,5.419327
UNCHS043566,17,5.422005
UNCHS043567,17,5.454391
UNC27517431,17,5.471866
UNC27518476,17,5.539589
UNCHS043569,17,5.567136
UNCHS043570,17,5.571808
UNC27519200,17,5.588234
UNC27519627,17,5.613951
UNCHS043571,17,5.626631
UNCHS043572,17,5.629148
UNC27520242,17,5.654304
UNC27520267,17,5.655233
UNC27520342,17,5.657772
UNC27520390,17,5.660361
UNC27520413,17,5.661466
UNC27520426,17,5.663602
UNC27520448,17,5.664877
UNC27520488,17,5.666704
UNC27520546,17,5.669012
UNC27520565,17,5.669899
UNC27520624,17,5.672137
UNC27520666,17,5.673794
UNC27520720,17,5.676436
UNC27520804,17,5.67952
UNCHS043573,17,5.679954
UNCHS043574,17,5.68248
UNCHS043575,17,5.733699
UNCHS043576,17,5.736114
UNC27521799,17,5.740369
UNC27522753,17,5.803148
JAX00073177,17,5.946405
UNC27523158,17,5.956916
UNCHS043577,17,6.017665
UNC27523857,17,6.022983
JAX00430367,17,6.03213
UNC27524243,17,6.073342
UNCHS043579,17,6.075193
UNCHS043580,17,6.079383
JAX00430384,17,6.090957
JAX00073189,17,6.097036
UNCHS043581,17,6.15412
UNCHS043582,17,6.157165
UNCHS043583,17,6.174837
UNCHS043584,17,6.179527
UNCHS043585,17,6.189645
UNCHS043586,17,6.194234
JAX00430402,17,6.203772
UNCJPD006523,17,6.470806
UNCHS043591,17,6.721946
UNCHS043593,17,6.751659
UNCHS043594,17,6.754448
UNC27525742,17,6.754984
JAX00430468,17,6.758395
UNC27526083,17,6.778817
JAX00430494,17,6.833541
JAX00430499,17,6.8359
JAX00430500,17,6.835921
UNC27527025,17,6.869521
UNC27527370,17,6.95253
UNC27527453,17,7.039188
UNC27527489,17,7.070196
UNC27533001,17,7.119572
JAX00430538,17,7.153847
UNC27528137,17,7.192995
UNCHS043597,17,7.1993
UNCHS043598,17,7.202555
UNC27528538,17,7.232724
UNCHS043599,17,7.279917
UNCHS043600,17,7.283038
UNCHS043601,17,7.326331
JAX00073268,17,7.356083
UNC27529463,17,7.441463
UNC27529617,17,7.453721
JAX00430589,17,7.534599
JAX00430601,17,7.557757
UNC27530403,17,7.57903
JAX00430622,17,7.645185
UNC27531526,17,7.653938
UNCHS043604,17,7.705398
UNCHS043605,17,7.723214
UNCHS043606,17,7.725897
JAX00430704,17,7.89553
JAX00073304,17,7.897716
UNCHS043607,17,8.176274
UNCHS043608,17,8.182901
UNC27533459,17,8.199407
JAX00073328,17,8.202766
UNCHS043609,17,8.208096
UNCHS043610,17,8.210783
UNC27533712,17,8.225911
JAX00430757,17,8.2343
UNC27534610,17,8.301552
UNC27534981,17,8.344722
JAX00430799,17,8.356952
JAX00430822,17,8.403312
UNC27535721,17,8.409476
JAX00430823,17,8.413095
UNC27536218,17,8.457179
UNC27537000,17,8.522456
UNCHS043611,17,8.581603
UNC27537777,17,8.582478
UNCHS043612,17,8.584123
JAX00430895,17,8.628239
UNCHS043613,17,8.630049
UNCHS043614,17,8.633503
UNC27538484,17,8.637201
JAX00188348,17,8.657672
JAX00430903,17,8.661249
JAX00430903q,17,8.661249
UNC27539150,17,8.698556
UNCHS043615,17,8.772838
UNC27540034,17,8.774977
UNCHS043616,17,8.775285
UNCHS043618,17,8.800201
UNC27540458,17,8.812607
UNCHS043619,17,8.83724
UNCHS043620,17,8.839837
UNC27540834,17,8.843508
UNC27541060,17,8.860208
UNCHS043621,17,8.862339
UNCHS043622,17,8.865009
UNC27541320,17,8.878358
UNCHS043623,17,8.891617
UNCHS043624,17,8.895023
UNC27541555,17,8.901093
JAX00210406,17,8.907649
UNC27541650,17,8.911722
UNC27541688,17,8.915962
UNC27541770,17,8.923422
JAX00430989,17,8.924232
UNC27541942,17,8.937067
UNCHS043625,17,8.940568
UNCHS043626,17,8.943827
UNC27542072,17,8.947284
UNC27542203,17,8.957
UNC27542333,17,8.966178
UNC27542535,17,8.977017
UNC27542613,17,8.98456
UNC27542675,17,8.991919
UNC27542842,17,9.009388
UNC27542915,17,9.015564
UNC27543086,17,9.029
UNC27543139,17,9.0342
UNC27543245,17,9.041233
UNC27543557,17,9.056492
UNC27543714,17,9.065726
UNC27543859,17,9.077673
UNC27543920,17,9.083542
UNCHS043627,17,9.086086
JAX00073396,17,9.088754
UNC27544219,17,9.111914
UNC27544337,17,9.122916
UNC27544389,17,9.129138
UNC27544557,17,9.143028
JAX00073399,17,9.153974
UNC27544687,17,9.153974
UNCHS043629,17,9.157593
UNCHS043630,17,9.160466
UNC27544850,17,9.168592
UNC27544953,17,9.180284
UNC27545043,17,9.188146
UNC27545092,17,9.196032
UNC27545171,17,9.210218
UNC27545286,17,9.230486
UNC27545385,17,9.240052
UNC27545526,17,9.24863
JAX00431095,17,9.249238
UNC27545625,17,9.258121
UNCHS043631,17,9.26996
UNCHS043632,17,9.272198
UNC27545869,17,9.273439
UNC27545943,17,9.276761
UNC27546058,17,9.285568
UNC27546228,17,9.296482
JAX00431122,17,9.306075
UNC27546358,17,9.307519
UNC27546455,17,9.316378
UNC27546573,17,9.327168
UNC27546650,17,9.338285
UNC27546739,17,9.355726
UNC27546951,17,9.3773
UNCHS043635,17,9.393726
UNCHS043636,17,9.397464
UNC27547496,17,9.425352
UNCHS043637,17,9.431626
UNCHS043638,17,9.436222
UNC27547968,17,9.463587
UNCHS043639,17,9.480714
UNCHS043640,17,9.483181
JAX00431156,17,9.528456
UNC27548598,17,9.529955
UNCHS043642,17,9.584195
UNC27549055,17,9.584391
UNC27550289,17,9.684043
UNC27550789,17,9.729619
UNCHS043643,17,9.757175
UNCHS043644,17,9.759998
UNC27551533,17,9.801157
JAX00431221,17,9.814915
JAX00188351,17,9.847548
UNC27552011,17,9.847548
UNC27552710,17,9.909833
UNC27553124,17,9.941576
JAX00073460,17,9.973581
JAX00431277,17,9.993688
UNC27554334,17,10.046095
JAX00431297,17,10.051287
UNCHS043645,17,10.056842
JAX00431310,17,10.103908
UNCHS043647,17,10.131439
UNCHS043648,17,10.1346
JAX00431320,17,10.166333
UNC27555578,17,10.166645
JAX00431331,17,10.180644
UNC27555786,17,10.183962
UNCHS043649,17,10.196676
UNCHS043651,17,10.220437
UNCHS043652,17,10.222913
UNCHS043653,17,10.244881
UNCHS043654,17,10.250442
UNC27556245,17,10.252328
UNCHS043655,17,10.277109
UNCHS043656,17,10.281334
UNCHS043657,17,10.282092
UNCHS043658,17,10.286759
UNC27556531,17,10.305908
JAX00073488,17,10.351796
UNC27556958,17,10.354589
UNCHS043659,17,10.405933
UNCHS043660,17,10.40837
UNC27557547,17,10.412208
JAX00073495,17,10.415006
UNC27557930,17,10.46269
JAX00431377,17,10.48554
