# Physical map for GigaMUGA chromosome 15
# nrow 4610
# ncol  3 
marker,chr,pos
UNCHS039529,15,3.288506
UNCHS039530,15,3.295117
JAX00206151,15,3.296016
JAX00392005,15,3.350642
JAX00058358,15,3.388667
JAX00058360,15,3.429247
JAX00058360r,15,3.429247
UNCHS039531,15,3.471956
UNCHS039532,15,3.476673
JAX00058366,15,3.506229
UNC24946125,15,3.543438
JAX00392041,15,3.612981
JAX00058379,15,3.669416
JAX00058384,15,3.734438
JAX00058385,15,3.735082
JAX00392071,15,3.751413
JAX00392074,15,3.763219
JAX00392076,15,3.767744
UNC24948173,15,3.771358
UNCHS039533,15,3.785345
UNCHS039534,15,3.793292
UNCHS039535,15,3.980394
UNCHS039538,15,4.008556
JAX00058407,15,4.037906
UNCHS039539,15,4.095004
UNCHS039540,15,4.097824
UNC24952531,15,4.199548
UNCHS039541,15,4.203538
UNCHS039542,15,4.206061
JAX00392164,15,4.269885
JAX00392168,15,4.275459
UNCHS039544,15,4.35671
JAX00058433,15,4.374784
UNCHS039545,15,4.488384
UNCHS039547,15,4.488384
UNCHS039546,15,4.495523
UNCHS039548,15,4.497278
JAX00058444,15,4.545265
JAX00392209,15,4.593164
UNC24956990,15,4.729387
UNCrs219271954,15,4.760716
UNCrs46103685,15,4.761881
UNCrs46683951,15,4.762017
UNCrs221562569,15,4.762271
UNCrs46132586,15,4.763269
UNCrs50662761,15,4.763312
UNCrs47614422,15,4.763518
UNCrs251035997,15,4.765627
UNCrs261132236,15,4.765823
UNCrs226512691,15,4.765918
UNCrs236750160,15,4.791119
UNCrs46476351,15,4.791963
UNCrs240834849,15,4.792204
UNCrs47423770,15,4.79405
UNCrs251514990,15,4.795296
UNCrs48864962,15,4.795555
UNCrs232160953,15,4.807566
UNCrs45776549,15,4.807802
UNCHS039549,15,4.83333
UNCHS039550,15,4.83872
UNC24958067,15,4.873573
UNCHS039551,15,4.937338
UNCHS039552,15,4.94336
UNCHS039553,15,4.970018
UNCHS039554,15,4.976326
UNCrs32668268,15,5.01091
UNCrs214699386,15,5.030541
UNCrs236470989,15,5.030563
UNCrs224581879,15,5.0307
UNCrs256503069,15,5.03091
UNCrs237741515,15,5.03151
UNCrs32664604,15,5.034431
UNCrs32664085,15,5.040184
UNC24959904,15,5.073375
JAX00392314,15,5.159217
UNCHS039556,15,5.204264
UNCHS039558,15,5.209621
UNC24962211,15,5.261916
UNC24963717,15,5.428284
UNCHS039560,15,5.461218
JAX00392352,15,5.506505
JAX00392359,15,5.601311
backupUNC150416509,15,5.65632
UNC24968272,15,5.812513
CEAJAX00392401,15,5.828288
UNC24970207,15,5.942106
JAX00058549,15,5.942477
JAX00392437,15,6.067461
JAX00058562,15,6.123518
UNCHS039562,15,6.132019
UNC24973679,15,6.151798
UNCHS039563,15,6.178499
UNCHS039564,15,6.18083
JAX00392479,15,6.291583
UNC24975925,15,6.319322
UNC24977087,15,6.412561
UNC24977336,15,6.434114
UNC24977664,15,6.465279
UNCrs229262926,15,6.468607
UNCrs32666345,15,6.469746
UNCrs230980978,15,6.470028
UNCrs214784382,15,6.470148
UNCrs45989277,15,6.47018
UNCrs242831495,15,6.470267
complement020,15,6.470277
UNCrs51613074,15,6.470316
UNCrs50526270,15,6.470699
UNCrs46931822,15,6.470739
UNCrs231789001,15,6.470788
UNCrs48980379,15,6.470822
UNCrs250208288,15,6.471155
UNCrs264614724,15,6.471169
UNCHS039565,15,6.471185
UNCrs48161794,15,6.471185
UNCrs47435536,15,6.471829
UNCrs49929134,15,6.472003
UNCrs229773675,15,6.472021
UNCrs251882442,15,6.472047
UNCrs213506470,15,6.472054
UNCrs262864826,15,6.472121
UNCrs45960874,15,6.472139
UNCrs252708837,15,6.472159
UNCrs48463329,15,6.472232
complement021,15,6.472357
UNCHS039566,15,6.480855
UNC24977847,15,6.482912
UNCrs249474840,15,6.483137
UNCrs228691205,15,6.485888
UNCrs52048883,15,6.488728
UNCrs247753377,15,6.488749
UNCHS039567,15,6.493467
UNCrs259836210,15,6.494148
UNCrs47769360,15,6.494762
UNCHS039568,15,6.495822
JAX00392520,15,6.499506
UNC24978100,15,6.508874
UNC24978233,15,6.524755
UNC24978455,15,6.551335
UNC24978799,15,6.577647
UNC24979053,15,6.599181
UNC24979392,15,6.62268
JAX00058604,15,6.671432
UNCHS039569,15,6.733501
UNCHS039570,15,6.738398
UNC24980749,15,6.760499
UNC24981006,15,6.790143
JAX00058612,15,6.792181
UNC24981174,15,6.815209
UNC24981522,15,6.837277
UNC24981817,15,6.858163
UNC24982163,15,6.879481
UNC24982501,15,6.905244
UNCHS039571,15,6.923738
UNCHS039572,15,6.928062
UNC150561938,15,6.950685
JAX00392597,15,6.962731
UNC24983321,15,6.972604
UNC24983636,15,7.001174
UNC24983794,15,7.017907
UNC24984154,15,7.042746
UNC24984364,15,7.057199
UNC24984830,15,7.089389
UNCHS039573,15,7.093825
UNC24985027,15,7.107053
JAX00392650,15,7.11365
UNCHS039576,15,7.118268
UNC24985412,15,7.13336
UNCHS039577,15,7.133711
UNC24985765,15,7.156678
JAX00392665,15,7.159347
B6_rs13459145,15,7.16798
JAX00392672,15,7.173808
UNC24986265,15,7.182746
UNC24986546,15,7.202124
UNC24986909,15,7.22698
UNC24987394,15,7.257326
UNC24987518,15,7.266052
UNC24987860,15,7.297429
UNCHS039579,15,7.369456
UNCHS039580,15,7.371869
UNC24989147,15,7.390515
JAX00392728,15,7.407932
UNC24989547,15,7.415985
UNC24989772,15,7.435584
UNC24990035,15,7.448534
UNCHS039581,15,7.456416
UNCHS039582,15,7.461141
UNCHS039583,15,7.489278
UNCHS039584,15,7.494175
UNC24990749,15,7.496488
UNCHS039585,15,7.608876
UNC24992145,15,7.61088
JAX00392774,15,7.611582
JAX00392774r,15,7.611582
UNCHS039586,15,7.611958
