# Physical map for GigaMUGA chromosome 19
# nrow 3133
# ncol  3 
marker,chr,pos
UNCHS047038,19,3.24076
JAX00468911,19,3.263752
UNCHS047039,19,3.336553
UNCHS047040,19,3.339062
JAX00468938,19,3.371529
UNCHS047041,19,3.399965
UNCHS047043,19,3.402767
UNCHS047042,19,3.403302
UNCHS047044,19,3.408577
B6_rs30503185,19,3.490565
JAX00468967,19,3.526833
UNCHS047045,19,3.61313
UNCHS047046,19,3.615896
JAX00468987,19,3.628802
UNC29827168,19,3.637651
UNCHS047047,19,3.638737
UNCHS047049,19,3.639183
UNCHS047048,19,3.641344
UNC29827681,19,3.70803
UNCHS047051,19,3.744746
UNC29828334,19,3.799815
UNCHS047053,19,3.858113
UNC29828976,19,3.890631
UNC29829291,19,3.948421
JAX00469050,19,3.969586
JAX00469067,19,4.019497
JAX00469069,19,4.025502
JAX00469078,19,4.049915
JAX00469082,19,4.0579
UNC29830560,19,4.098846
UNC29831148,19,4.166115
UNCHS047055,19,4.197708
UNCHS047057,19,4.199559
UNCHS047056,19,4.201148
UNCHS047058,19,4.206543
JAX00469121,19,4.235196
UNC29831860,19,4.262698
UNCHS047059,19,4.262698
UNCHS047060,19,4.266847
UNCHS047062,19,4.269398
UNCHS047063,19,4.301482
UNCHS047064,19,4.304147
UNCHS047065,19,4.308731
UNCHS047066,19,4.312228
UNC29832192,19,4.31273
UNCHS047068,19,4.32641
JAX00469154,19,4.347404
UNCHS047069,19,4.390267
UNCHS047070,19,4.393965
UNC29832780,19,4.416152
JAX00469178,19,4.484447
JAX00469178r,19,4.484447
UNCHS047072,19,4.56049
UNCHS047073,19,4.607468
UNCHS047074,19,4.610061
UNC29834997,19,4.628058
UNC29836189,19,4.732824
UNCHS047076,19,4.82028
JAX00469274,19,4.834103
UNC29837897,19,4.907657
UNCHS047077,19,4.989312
UNCHS047078,19,4.998747
UNCHS047079,19,5.089938
UNCHS047080,19,5.09318
UNC29839866,19,5.099671
UNCHS047081,19,5.106555
UNCHS047082,19,5.112813
UNCHS047083,19,5.198615
UNCHS047084,19,5.202128
UNC29840729,19,5.20628
UNC29841215,19,5.268749
UNC29841737,19,5.340514
JAX00469402,19,5.374843
UNC29842600,19,5.433373
UNCHS047085,19,5.443833
UNCHS047086,19,5.446358
UNC29843285,19,5.503832
UNCHS047087,19,5.521702
UNCHS047088,19,5.525005
UNC29844952,19,5.650883
UNCHS047089,19,5.68136
UNCHS047090,19,5.68658
UNC29845290,19,5.68943
JAX00469473,19,5.702495
UNCHS047091,19,5.734552
UNCHS047092,19,5.737412
UNCHS047093,19,5.751156
JAX00469482,19,5.758189
UNC29845938,19,5.758286
JAX00469498,19,5.83165
UNC29847184,19,5.872016
UNC29847961,19,5.95037
UNC29849578,19,6.083629
JAX00469547,19,6.104623
JAX00469562,19,6.219948
UNC29851182,19,6.223326
UNCHS047095,19,6.223455
JAX00469573,19,6.231544
JAX00469605,19,6.304452
UNC29851894,19,6.310173
UNCHS047097,19,6.373711
UNCHS047098,19,6.378683
UNC29852402,19,6.386046
JAX00469629,19,6.443963
JAX00469629r,19,6.443963
UNC29853003,19,6.458874
UNCHS047099,19,6.46695
UNCHS047100,19,6.470219
UNC29853576,19,6.532855
UNCHS047101,19,6.534432
UNCHS047102,19,6.537049
UNCHS047103,19,6.53922
UNCHS047104,19,6.543426
JAX00469668,19,6.571054
UNC29854243,19,6.580813
UNCHS047105,19,6.674907
JAX00469709,19,6.675987
JAX00469709r,19,6.675987
UNC29855562,19,6.678377
UNCHS047106,19,6.678438
UNC29855954,19,6.828231
UNC29856661,19,6.908421
UNC29857130,19,6.983585
JAX00086581,19,6.992261
UNCHS047107,19,6.995091
UNC29857813,19,7.048436
UNCHS047109,19,7.081442
UNCHS047110,19,7.084495
UNC29858472,19,7.125798
UNC29859195,19,7.199356
UNCHS047111,19,7.226422
UNCHS047112,19,7.229263
UNCHS047113,19,7.24254
backupJAX00469786,19,7.263405
JAX00469790,19,7.285682
JAX00469791,19,7.289271
UNCHS047115,19,7.289271
UNCHS047116,19,7.29204
UNCHS047117,19,7.323821
JAX00469799,19,7.326188
UNCHS047118,19,7.328293
UNC29860444,19,7.347889
UNC29861333,19,7.418665
UNC29862012,19,7.498104
UNCHS047119,19,7.513251
UNCHS047120,19,7.51684
JAX00469833,19,7.541413
UNCHS047121,19,7.577856
UNCHS047122,19,7.580415
UNC29863583,19,7.632373
JAX00469854,19,7.659456
UNCHS047123,19,7.702398
UNCHS047124,19,7.704641
JAX00469860,19,7.767458
JAX00469870,19,7.905741
UNC29865458,19,8.00996
UNC29865775,19,8.083338
UNC29866051,19,8.160319
UNC29866758,19,8.352371
JAX00469933,19,8.446688
JAX00086690,19,8.472153
JAX00469943,19,8.476073
UNC29867469,19,8.525977
UNCHS047129,19,8.565435
UNCHS047130,19,8.570881
JAX00469957,19,8.581179
UNC29868074,19,8.602445
UNCHS047131,19,8.604765
UNCHS047132,19,8.60886
JAX00214284,19,8.658994
UNC29868820,19,8.678725
UNC29869053,19,8.696572
UNC29869217,19,8.708798
UNC29869483,19,8.735915
UNC29869587,19,8.746102
UNC29869670,19,8.757169
UNC29869860,19,8.782606
JAX00086716,19,8.810446
UNC29870159,19,8.815563
UNCHS047133,19,8.825434
UNC29870238,19,8.827076
UNCHS047134,19,8.827967
UNC29870343,19,8.84082
JAX00469992,19,8.847001
UNC29870437,19,8.85172
UNCHS047136,19,8.861172
UNC29870591,19,8.86628
UNC29870739,19,8.877419
UNC29870891,19,8.888777
UNCHS047137,19,8.89813
UNC29870993,19,8.901332
UNC29871077,19,8.916239
UNC29871139,19,8.927114
UNC29871202,19,8.936663
UNC29871338,19,8.953561
UNC29871593,19,8.980461
UNCHS047139,19,8.997436
UNCHS047140,19,9.000982
UNC29872192,19,9.0509
UNC29872760,19,9.109132
JAX00470030,19,9.109389
UNC29872947,19,9.134342
UNC29873192,19,9.165256
UNC29874718,19,9.444437
UNC29875272,19,9.51724
backupUNC190142636,19,9.573448
UNC29875419,19,9.697037
UNC29875605,19,9.805159
UNC29875786,19,9.844281
JAX00470089,19,9.867868
JAX00470093,19,9.873986
UNCHS047141,19,9.876922
UNCHS047142,19,9.88387
JAX00470100,19,9.884297
UNC29876186,19,9.888118
UNC29876581,19,9.927001
UNC29876798,19,9.946688
JAX00470113,19,9.97284
UNC29877603,19,10.0059
JAX00470130,19,10.006833
JAX00470139,19,10.027907
UNC29877980,19,10.043999
JAX00086798,19,10.049225
UNCHS047143,19,10.05116
UNCHS047145,19,10.071602
UNCHS047146,19,10.078696
UNC29878754,19,10.105616
UNC29879331,19,10.162471
JAX00470180,19,10.167257
UNC29879933,19,10.211403
UNCHS047148,19,10.213249
UNCHS047150,19,10.215561
UNC29880316,19,10.24154
UNC29880732,19,10.281753
JAX00470212,19,10.287377
UNC29881093,19,10.320976
JAX00086820,19,10.333628
JAX00086821,19,10.353695
UNC29881497,19,10.353826
UNCHS047151,19,10.357758
JAX00470226,19,10.359441
UNCHS047152,19,10.365307
UNC29882074,19,10.400293
UNC29882454,19,10.440336
UNC29882760,19,10.464067
JAX00470266,19,10.49172
UNC29883391,19,10.504527
JAX00086834,19,10.507931
UNCHS047153,19,10.516532
UNCHS047154,19,10.521967
UNCHS047156,19,10.538912
UNC29883931,19,10.556951
UNCHS047157,19,10.561975
UNC29884249,19,10.581142
UNC29885105,19,10.656889
UNC29885109,19,10.657064
UNC29885129,19,10.658049
UNC29885153,19,10.659353
UNC29885159,19,10.660014
UNC29885182,19,10.661288
UNC29885197,19,10.662193
UNC29885209,19,10.662586
UNCHS047159,19,10.668148
UNC29885337,19,10.670548
JAX00470322,19,10.672116
UNC29885525,19,10.682575
UNC29885773,19,10.69997
UNCHS047161,19,10.70407
UNCHS047162,19,10.708414
JAX00086849,19,10.714515
UNC29885979,19,10.716678
UNC29886257,19,10.738814
UNC29886490,19,10.753518
UNC29887070,19,10.786741
UNCHS047163,19,10.800283
UNCHS047164,19,10.805065
UNC29887516,19,10.82021
UNC29887867,19,10.846919
UNCHS047165,19,10.860098
UNCHS047166,19,10.862543
UNC29888106,19,10.864075
UNC29888249,19,10.880073
UNC29888412,19,10.90089
UNC29888703,19,10.92051
UNCHS047167,19,10.925606
UNC29888902,19,10.930658
UNC29889206,19,10.946954
JAX00470430,19,10.964143
UNC29889577,19,10.969049
backupJAX00470445,19,11.002069
UNC29890663,19,11.049836
UNCHS047169,19,11.049836
UNCHS047170,19,11.05242
UNC29890790,19,11.066359
UNC29891116,19,11.101641
UNC29891263,19,11.11771
UNCHS047171,19,11.127476
UNCHS047172,19,11.129981
UNCHS047173,19,11.139858
UNC29891670,19,11.141712
UNC29891994,19,11.158371
JAX00470472,19,11.161793
UNC29892146,19,11.173497
UNCHS047176,19,11.181944
UNC29892502,19,11.193644
UNC29892845,19,11.227177
UNC29893228,19,11.255976
UNC29893273,19,11.261402
UNCHS047177,19,11.27507
UNCHS047178,19,11.277994
JAX00470506,19,11.307194
UNC29893945,19,11.328098
UNC29894001,19,11.334198
UNC29894668,19,11.377203
UNC29895024,19,11.405366
UNCHS047179,19,11.484157
JAX00470558,19,11.487236
JAX00086907,19,11.515992
JAX00470571,19,11.516112
JAX00086915,19,11.590987
UNCHS047181,19,11.607266
UNCHS047182,19,11.609572
UNC29898159,19,11.629003
UNCHS047183,19,11.655621
UNCHS047184,19,11.658976
JAX00470649,19,11.687886
JAX00470651,19,11.689099
UNC29899468,19,11.744789
UNCHS047185,19,11.823624
UNCHS046554,19,11.833587
JAX00470703,19,11.863916
JAX00470711,19,11.895738
JAX00470713,19,11.896839
UNC29902290,19,11.923268
JAX00086942,19,11.957291
UNC29903693,19,12.042807
JAX00470771,19,12.123158
JAX00470772,19,12.146422
UNC29905027,19,12.162839
UNCHS047187,19,12.218685
JAX00470781,19,12.228399
UNC29907130,19,12.387009
JAX00470812,19,12.387451
UNC29908079,19,12.459669
UNCHS047189,19,12.466918
UNCHS047190,19,12.46972
JAX00470860,19,12.492636
UNCHS047192,19,12.511074
JAX00470887,19,12.602181
UNC29909826,19,12.60856
UNCHS047193,19,12.63183
UNCHS047194,19,12.638682
UNC29911918,19,12.754485
JAX00087002,19,12.760202
UNCHS047195,19,12.780858
UNCHS047196,19,12.783125
JAX00470945,19,12.784775
JAX00214366,19,12.817542
JAX00470959,19,12.81933
UNC29912474,19,12.823882
UNCHS047197,19,12.838304
UNCHS047198,19,12.843144
UNCHS047199,19,12.852319
