# Physical map for GigaMUGA chromosome 6
# nrow 6539
# ncol  3 
marker,chr,pos
JAX00228422,6,3.200188
JAX00601838,6,3.371546
JAX00137332,6,3.371606
UNCHS016393,6,3.383734
UNCHS016394,6,3.389062
UNCHS016395,6,3.450071
UNCHS016396,6,3.454202
CEAJAX00601853,6,3.479036
JAX00601853,6,3.479036
JAX00601853r,6,3.479036
UNCHS016397,6,3.486104
UNCHS016398,6,3.488858
UNCHS016399,6,3.559613
UNCHS016400,6,3.563454
JAX00137347,6,3.588151
JAX00601879,6,3.669349
UNCHS016401,6,3.695753
UNCHS016402,6,3.701242
JAX00601880,6,3.722909
UNCHS016403,6,3.730088
UNCHS016404,6,3.732724
JAX00228433,6,3.802999
UNCHS016405,6,3.878776
JAX00601897,6,3.894477
UNCHS016408,6,3.921397
UNCHS016409,6,3.979318
UNCHS016410,6,3.983571
JAX00601910,6,4.018666
UNC10471744,6,4.027496
JAX00601915,6,4.034107
UNCHS016411,6,4.100624
UNCHS016412,6,4.103614
JAX00601927,6,4.110853
JAX00601929,6,4.124793
UNC10474750,6,4.254704
JAX00137398,6,4.27266
UNC10475366,6,4.327681
UNCHS016414,6,4.328042
UNCHS016416,6,4.337035
JAX00601981,6,4.339569
JAX00601981q,6,4.339569
UNC10475615,6,4.352437
JAX00601997,6,4.424668
UNC10476849,6,4.476442
UNC10477147,6,4.510537
UNC10477860,6,4.580108
UNC10478583,6,4.649823
UNC10478777,6,4.666797
JAX00602032,6,4.672518
JAX00137431,6,4.69393
UNCHS016419,6,4.72412
UNCHS016420,6,4.729739
UNC10479551,6,4.74881
UNC10479723,6,4.77571
JAX00228455,6,4.791702
UNC10480326,6,4.827043
UNC10481130,6,4.88438
UNC10482638,6,4.997746
UNC10482904,6,5.019794
JAX00137457,6,5.029663
UNC10483643,6,5.07847
UNCJPD002501,6,5.122467
UNC10484262,6,5.138561
UNCHS016421,6,5.13995
UNCHS016422,6,5.142233
UNC10484860,6,5.185053
UNCHS016423,6,5.211712
UNCHS016424,6,5.215984
UNC10485564,6,5.244331
UNCHS016425,6,5.246206
UNCHS016426,6,5.250776
UNC10486218,6,5.301296
UNC10486443,6,5.333645
JAX00602133,6,5.376755
UNC10487207,6,5.396513
JAX00602142,6,5.42822
UNC10487732,6,5.431436
JAX00137489,6,5.471345
UNC10488616,6,5.50175
UNCHS016428,6,5.526215
UNC10489280,6,5.551962
UNC10490204,6,5.604263
UNC10490501,6,5.62898
