# Physical map for GigaMUGA chromosome 2
# nrow 8774
# ncol  3 
marker,chr,pos
UNCHS003833,2,3.176721
UNCHS003834,2,3.180256
UNC2466989,2,3.182308
JAX00090637,2,3.183784
JAX00482049,2,3.23375
UNCHS003835,2,3.35092
UNCHS003836,2,3.35338
JAX00482064,2,3.362696
CEAJAX00090652,2,3.3947
JAX00090652,2,3.3947
JAX00090654,2,3.420272
UNCHS003837,2,3.433708
UNCHS003838,2,3.438642
JAX00482087,2,3.456515
UNCHS003840,2,3.503822
UNCHS003841,2,3.557793
UNC2471300,2,3.595443
UNC2471438,2,3.613854
UNCHS003843,2,3.663247
UNCHS003844,2,3.666094
UNC2472526,2,3.681891
JAX00482120,2,3.698611
UNC2472909,2,3.715097
UNCHS003845,2,3.742177
UNCHS003846,2,3.74537
UNC2473318,2,3.750973
UNC2473662,2,3.782784
UNC2474017,2,3.809427
UNCHS003847,2,3.852372
UNCHS003848,2,3.854504
UNC2474590,2,3.871823
UNCHS003849,2,3.915697
JAX00482154,2,3.916511
JAX00482155,2,3.917112
UNCHS003850,2,3.917814
UNC2475469,2,3.928382
JAX00482161,2,3.94163
UNC2475948,2,3.963828
UNC2476359,2,3.994434
UNC2476771,2,4.028843
UNC2477266,2,4.057049
UNC2477500,2,4.070092
UNCHS003851,2,4.111775
UNCHS003852,2,4.115724
UNC2478309,2,4.117109
UNCHS003854,2,4.118437
JAX00482215,2,4.158504
UNCHS003855,2,4.161679
UNCHS003856,2,4.165075
UNC2479300,2,4.174654
UNC2479702,2,4.194555
UNCHS003857,2,4.21771
UNCHS003858,2,4.22087
UNC2480370,2,4.236702
JAX00090716,2,4.248664
UNCHS003860,2,4.249379
UNCHS003861,2,4.271692
UNCHS003862,2,4.278246
UNC2481020,2,4.2804
UNC2481206,2,4.296795
UNC2481772,2,4.330431
UNCHS003863,2,4.335766
UNCHS003864,2,4.341563
UNC2482282,2,4.362459
UNCHS003865,2,4.362459
UNCHS003866,2,4.367226
UNCHS003868,2,4.381416
UNCHS003869,2,4.381993
UNCHS003870,2,4.38487
UNC2482652,2,4.395958
JAX00482272,2,4.436522
UNC2483107,2,4.436607
UNC2483338,2,4.451571
UNC2484092,2,4.495827
JAX00482283,2,4.508854
UNC2484500,2,4.520793
UNCHS003871,2,4.533614
UNC2484812,2,4.547532
UNC2485247,2,4.583659
JAX00482294,2,4.595245
UNC2485591,2,4.61025
UNC2485966,2,4.642929
JAX00482308,2,4.680309
UNC2486827,2,4.701462
JAX00215420,2,4.722893
UNC2487777,2,4.764645
UNC2488313,2,4.801183
UNC2488740,2,4.829165
UNC2489320,2,4.864885
UNCHS003873,2,4.905935
UNCHS003874,2,4.90979
UNC2489846,2,4.922168
JAX00482334,2,4.930092
UNC2490684,2,4.986515
UNC2491037,2,5.010481
UNC2491480,2,5.044337
JAX00482360,2,5.056783
JAX00090777,2,5.061827
UNC2491880,2,5.073842
UNCHS003875,2,5.098367
UNCHS003876,2,5.101074
UNC2492492,2,5.109789
UNC2492946,2,5.135858
JAX00482378,2,5.150363
UNC2493329,2,5.157841
UNC2494094,2,5.204428
UNCHS003877,2,5.216412
UNC2494736,2,5.23975
UNC2495151,2,5.26533
JAX00090794,2,5.287639
UNC2495569,2,5.298052
UNCHS003880,2,5.318567
UNC2495921,2,5.323034
JAX00482418,2,5.336096
JAX00482419,2,5.336336
UNC2496693,2,5.378055
UNC2497423,2,5.422075
UNCHS003881,2,5.442225
UNCHS003882,2,5.445729
UNCHS003883,2,5.452481
JAX00482435,2,5.463007
UNC2498431,2,5.479171
UNCHS003887,2,5.481736
UNCHS003888,2,5.484471
UNC2498976,2,5.511968
UNC2499421,2,5.544722
UNC2500051,2,5.591133
UNCHS003889,2,5.608243
UNCHS003890,2,5.610652
UNC2500441,2,5.615492
UNC2500781,2,5.637951
UNCHS003892,2,5.653007
UNC2501218,2,5.671325
UNCHS003893,2,5.683632
UNCHS003894,2,5.693189
UNC2501565,2,5.700593
UNCHS003895,2,5.701364
UNC2501954,2,5.730666
JAX00482490,2,5.738884
UNCHS003897,2,5.753839
JAX00482493,2,5.754078
JAX00482498,2,5.772635
UNC2502735,2,5.794106
UNCHS003899,2,5.804298
JAX00090834,2,5.821278
UNC2503705,2,5.884026
JAX00482512,2,5.886551
UNCHS003901,2,5.887623
UNCHS003902,2,5.893501
UNC2504191,2,5.920405
UNC2504669,2,5.952219
UNCHS003903,2,5.965435
UNC2504884,2,5.9686
UNCHS003904,2,5.969581
UNC2505315,2,6.005356
JAX00482529,2,6.023462
UNC2505670,2,6.043328
JAX00090851,2,6.047498
UNC2505851,2,6.064867
UNC2506365,2,6.106431
UNC2506901,2,6.139246
UNCHS003905,2,6.156148
UNC2507892,2,6.196089
JAX00482548,2,6.201225
JAX00482553,2,6.223374
UNC2508416,2,6.230382
UNC2508790,2,6.254324
JAX00215454,2,6.268444
UNC2509229,2,6.281834
UNCHS003907,2,6.28407
JAX00482560,2,6.284757
UNCHS003908,2,6.28678
UNC2509730,2,6.309109
UNCHS003910,2,6.313967
UNCHS003911,2,6.340795
JAX00090873,2,6.342453
UNC2510239,2,6.353407
UNC2510582,2,6.377147
UNCHS003913,2,6.395508
UNCHS003914,2,6.404817
UNCHS003915,2,6.408771
UNCHS003916,2,6.413652
backupJAX00482585,2,6.4339
UNC2512096,2,6.477347
JAX00482589,2,6.483979
UNC2512954,2,6.538395
JAX00482601,2,6.57122
UNC2513327,2,6.578834
UNCHS003917,2,6.600329
UNCHS003918,2,6.602973
UNC2513566,2,6.605741
UNCHS003919,2,6.609349
UNCHS003920,2,6.612108
UNCHS003921,2,6.617523
UNC2513769,2,6.620425
UNCHS003923,2,6.625111
UNCHS003924,2,6.628189
UNC2514134,2,6.649194
UNCHS003925,2,6.686074
UNCHS003926,2,6.688891
UNC2514798,2,6.697556
UNCHS003927,2,6.733822
UNCHS003928,2,6.736517
UNC2515191,2,6.736602
backupUNC020820163,2,6.749201
UNC2515959,2,6.788264
UNCHS003931,2,6.795411
UNCHS003932,2,6.797736
UNCHS003933,2,6.859779
UNCHS003934,2,6.861975
UNC2516793,2,6.884463
JAX00482647,2,6.970792
JAX00482656,2,7.023021
UNC2519048,2,7.050418
JAX00482670,2,7.096114
JAX00482676,2,7.103544
UNCHS003935,2,7.12421
UNCHS003937,2,7.147108
UNCHS003938,2,7.149829
UNC2521801,2,7.233467
UNC2522862,2,7.328079
JAX00482726,2,7.509351
JAX00482728,2,7.511599
UNCHS003940,2,7.512301
JAX00090964,2,7.544196
UNCHS003941,2,7.549452
UNCHS003943,2,7.549827
UNCHS003945,2,7.551672
UNCHS003944,2,7.554353
UNC2525438,2,7.555753
UNCHS003946,2,7.560843
JAX00482750,2,7.606335
JAX00482751,2,7.614599
UNCHS003947,2,7.632812
UNCHS003948,2,7.639044
UNCHS003949,2,7.685376
UNCHS003950,2,7.688161
UNCHS003951,2,7.713368
UNCHS003952,2,7.717034
JAX00090983,2,7.861318
JAX00482780,2,7.935924
UNCHS003954,2,7.983365
UNCHS003955,2,7.983813
ICR4991,2,7.984538
UNCHS003956,2,7.987084
JAX00482795,2,8.027728
UNCHS003957,2,8.061403
UNCHS003958,2,8.063967
ICR993,2,8.079942
UNCHS003959,2,8.17575
UNCHS003961,2,8.241343
UNCHS003962,2,8.243855
UNC2533908,2,8.319748
JAX00091020,2,8.343004
UNC2535070,2,8.428474
ICR997,2,8.559096
JAX00482855,2,8.589557
UNCHS003964,2,8.598027
JAX00482858,2,8.633668
UNCHS003965,2,8.687062
UNCHS003967,2,8.69801
UNCHS003968,2,8.703744
UNC2538571,2,8.704058
UNC2538884,2,8.733226
UNCHS003969,2,8.74835
UNC2539258,2,8.76844
JAX00482873,2,8.771479
JAX00091053,2,8.781481
UNC2539510,2,8.800896
JAX00215521,2,8.801603
UNC2540251,2,8.851224
UNC2540465,2,8.8711
UNC2540847,2,8.905192
JAX00091063,2,8.91903
UNC2541204,2,8.928871
UNCHS003971,2,8.962795
UNCHS003972,2,8.968931
UNC2541673,2,8.970988
UNC2541928,2,8.993246
UNCHS003974,2,9.009597
UNC2542367,2,9.037541
UNC2542718,2,9.076052
JAX00091076,2,9.091025
UNC2543012,2,9.100694
UNCHS003975,2,9.102736
UNCHS003976,2,9.105623
UNC2543532,2,9.140164
JAX00091084,2,9.176506
UNC2543884,2,9.179934
UNC2544208,2,9.205144
UNC2544580,2,9.244153
UNC2545642,2,9.312961
UNCHS003977,2,9.353258
UNC2546273,2,9.356441
UNCHS003978,2,9.356611
UNC2547203,2,9.414679
sanger2136,2,9.425041
sanger2136q,2,9.425041
UNC2547700,2,9.448402
JAX00482997,2,9.462423
UNC2547968,2,9.470893
JAX00091105,2,9.477814
JAX00483003,2,9.504696
UNC2548697,2,9.518051
UNC2549110,2,9.547904
JAX00091113,2,9.574468
UNC2549643,2,9.580245
UNCHS003979,2,9.620695
JAX00483029,2,9.62103
UNCHS003980,2,9.62326
UNC2550331,2,9.626013
UNC2550506,2,9.637504
UNCHS003981,2,9.64029
UNCHS003982,2,9.643587
UNC2551069,2,9.683905
UNC2551571,2,9.717696
JAX00091125,2,9.735619
UNC2552144,2,9.753231
UNC2552718,2,9.7859
JAX00091129,2,9.787718
UNC2553197,2,9.821723
UNCHS003983,2,9.84038
JAX00483070,2,9.844818
UNC2553771,2,9.862464
UNC2553991,2,9.890221
UNC2554371,2,9.924039
UNC2554709,2,9.958981
UNC2555023,2,9.991952
JAX00483104,2,10.034818
JAX00483115,2,10.06482
UNC2556003,2,10.072495
UNCHS003985,2,10.075436
UNCHS003986,2,10.08099
UNCHS003987,2,10.10488
UNCHS003988,2,10.109814
UNC2556949,2,10.12522
JAX00091156,2,10.141852
UNC2557713,2,10.16294
UNC2558229,2,10.193726
JAX00483146,2,10.20996
UNC2558999,2,10.226499
UNCHS003989,2,10.241583
UNCHS003990,2,10.244139
UNC2559552,2,10.252708
JAX00483162,2,10.277888
UNCHS003991,2,10.321609
UNCHS003992,2,10.324122
UNC2560980,2,10.33056
JAX00483178,2,10.331002
UNC2561549,2,10.366746
UNCHS003993,2,10.402587
UNC2561908,2,10.403914
UNCHS003994,2,10.410136
UNC2562331,2,10.429969
JAX00091180,2,10.447139
UNC2562750,2,10.467051
UNC2562894,2,10.518743
JAX00483217,2,10.533853
UNC2563077,2,10.534821
UNCHS003995,2,10.547834
UNCHS003996,2,10.556827
